#{"t_start": 1765327240.6666498, "env_id": "None"}
r,l,t
30.286621,40,1714.737119
10.633929,14,1715.636885
5.0202994,7,1716.521131
5.6160536,8,1719.052154
6.5513825,8,1719.906453
10.21517,14,1720.781501
20.24765,27,1720.781807
2.461639,4,1722.58101
10.505988,13,1724.751867
21.87541,28,1732.953372
26.760971,34,1734.760389
3.3066418,5,1736.829693
21.923054,30,1737.675374
8.172735,12,1738.095955
3.6631749,5,1738.958018
27.912445,40,1739.8242
4.972636,6,1740.66559
4.8906527,8,1741.080642
1.3803663,3,1741.944026
12.916217,15,1748.437047
17.590422,23,1750.963929
4.353582,6,1750.964241
25.308258,36,1754.378898
29.104696,40,1756.891834
16.463642,24,1761.187498
10.565643,13,1762.475882
1.8450705,3,1762.476181
19.9269,26,1765.487544
4.822222,7,1765.487835
32.856384,40,1768.050207
3.5750544,5,1770.138891
19.333355,27,1777.005932
29.728436,40,1779.532899
26.168589,37,1781.240704
20.994904,29,1782.656324
10.73155,14,1783.105233
6.8387804,10,1786.908848
16.066814,18,1788.990453
22.235825,26,1790.69886
11.194954,14,1810.109377
21.72534,29,1812.599856
5.3765125,8,1813.457409
3.4804757,5,1814.808755
7.48053,9,1818.694733
23.768457,31,1821.377076
29.337275,40,1823.521758
8.2167425,11,1828.18708
31.742718,40,1830.806104
23.602379,31,1834.841862
32.504086,40,1836.153533
18.260477,26,1842.114184
11.906519,14,1842.11451
28.081982,40,1845.657967
4.3545947,6,1848.279574
11.635031,14,1848.279873
33.15165,40,1852.097321
6.1372094,9,1852.097761
14.86178,19,1856.425768
32.29969,39,1859.082434
