#{"t_start": 1765400232.2934375, "env_id": "None"}
r,l,t
12.999998,28,655.266966
15.33333,31,655.858141
27.666674,52,656.620266
21.666668,42,657.356746
44.33332,72,658.64969
29.00001,52,659.414603
33.333336,53,660.309914
3.6666665,8,660.420047
11.666665,22,660.833097
21.666668,42,679.418563
91.33338,160,682.126404
7.6666675,16,682.424116
83.33337,160,685.044868
29.00001,50,685.863887
33.33334,57,686.945582
20.666668,35,687.565869
29.333342,53,688.50738
11.999998,29,688.967561
56.66664,117,691.035828
29.000006,50,691.918072
50.666645,103,693.696127
53.33331,99,695.468793
25.333345,47,696.809876
93.33333,160,699.501745
48.999985,80,700.664249
93.333374,160,703.256869
6.3333335,10,703.395611
30.333342,50,704.304626
6.6666675,13,704.559279
80.0,160,707.233196
30.333344,62,708.204834
50.333313,96,709.879789
28.666676,63,711.059011
47.33331,93,712.463555
3.3333333,7,712.611432
46.333332,90,714.104169
27.666676,68,715.396234
32.33334,66,716.473033
35.000004,60,717.584436
20.666666,39,718.199312
24.666674,47,719.039755
35.666668,68,720.246691
39.0,78,721.491382
31.00001,66,722.647531
85.333336,160,725.320066
55.333313,95,726.830543
16.999998,36,727.37805
50.999985,96,728.951006
23.333334,47,729.831694
86.00003,160,733.077825
48.33331,92,734.613212
43.666653,78,735.944248
88.66667,160,738.648186
45.666653,80,739.992596
34.000004,63,741.105667
15.333329,33,741.67415
43.666668,82,742.991924
24.333338,38,743.631566
33.333344,65,744.846001
14.999999,34,745.437221
13.333328,31,745.948968
39.33333,71,747.097152
12.0,27,747.53849
39.999996,73,748.731161
18.999998,42,749.374907
18.666666,37,749.957608
59.99998,111,751.884917
43.33332,87,753.28493
59.333282,121,755.30737
38.333332,68,756.52849
44.666656,79,757.992294
55.666645,94,759.553852
11.666667,18,759.894647
43.33333,77,761.188843
27.00001,52,762.108489
10.333333,28,762.535815
3.0,6,762.637794
25.333338,47,763.41821
45.333324,87,785.350677
4.0,7,785.459205
88.666695,160,788.441023
28.000013,61,789.453508
50.666653,89,790.977202
91.33338,160,793.552725
38.99999,76,794.813954
30.66668,59,795.922882
77.99997,160,798.762106
35.66668,72,799.915445
12.999997,36,800.512044
48.999973,90,802.114606
86.66667,160,804.785822
5.0,8,804.895966
89.33336,160,807.466988
49.999973,95,809.001084
19.666668,42,809.722355
8.0,13,809.961225
41.66666,74,811.210136
52.666637,97,812.944573
22.000006,39,813.531566
17.333332,33,814.103855
57.666637,102,815.933933
23.66667,42,816.621736
61.999958,117,818.714687
31.00001,58,819.714564
81.33337,160,822.772294
28.000015,63,823.658452
24.333336,50,824.592574
57.33331,113,826.60379
50.3333,98,828.196003
86.66668,160,830.857982
16.333328,36,831.476183
92.66672,160,834.207107
19.0,40,834.849647
90.66667,160,837.382037
25.333338,49,838.241706
42.999992,82,839.498175
24.000006,47,840.247658
53.666645,108,841.812161
82.6667,160,844.401454
20.333334,46,845.068595
32.33334,54,845.979464
62.66662,113,847.821007
45.99999,85,849.35409
52.333313,88,850.962549
39.999996,69,852.1376
39.333332,71,853.315969
18.66667,41,854.029642
92.00001,160,857.204152
43.33332,85,858.750959
59.66662,110,860.7886
41.33332,81,862.153371
4.9999995,10,862.348626
88.0,160,865.167587
40.66666,71,866.372105
23.666672,48,867.085579
33.33334,53,867.938946
32.000008,51,868.81173
87.33333,160,890.586709
12.33333,32,891.231871
77.99999,160,893.912733
56.333313,108,895.726039
26.33334,44,896.473403
92.6667,160,899.158947
74.33331,146,901.730142
81.66666,146,904.081929
85.66667,160,906.744803
37.666664,80,908.127186
86.666695,160,911.435764
26.333342,44,912.082592
10.333333,26,912.464738
61.999966,123,914.455256
43.333324,73,915.79113
60.66665,113,917.636505
14.999997,34,918.198088
20.333336,34,918.780549
28.000004,53,919.716065
12.999997,24,920.174459
26.66667,57,921.12983
7.3333335,13,921.35582
65.3333,111,923.090036
39.33334,83,924.529927
18.333332,34,925.013245
5.9999995,13,925.212926
2.6666665,7,925.351322
50.66664,93,926.89809
33.33334,63,927.884812
79.33335,160,930.581697
24.33334,58,931.554217
19.999996,41,932.297694
9.666668,24,932.684904
12.333332,26,933.13928
49.999966,85,934.525819
52.3333,108,936.414104
21.000002,36,937.057288
14.666664,33,937.632263
29.000004,44,938.402494
11.999999,25,938.836849
47.99997,83,940.105062
63.999973,115,942.038118
3.9999998,9,942.172882
37.99999,61,943.17605
35.999996,69,944.485513
49.666653,86,946.550351
10.0,23,946.9329
44.999973,88,948.311181
31.66668,58,949.153838
8.333334,20,949.5001
54.666626,101,951.298296
47.66664,98,952.852267
16.333326,42,953.620142
54.333294,96,955.231331
20.333334,44,955.820654
57.666656,100,957.598779
53.333317,99,959.214252
82.666664,145,961.581818
21.666668,42,962.380744
45.666645,96,964.001374
15.666662,34,964.513113
96.00007,160,967.190436
19.000002,30,967.647699
39.000008,80,969.07231
20.66667,41,969.748088
9.333335,15,969.978598
64.6666,127,972.060871
56.33331,100,973.837652
8.333334,14,974.07091
33.666676,56,989.517324
86.00002,160,992.253106
36.000004,69,993.335494
25.000004,46,994.68028
86.666664,160,997.190434
46.66665,79,998.544597
14.999997,30,998.984119
2.6666667,5,999.098028
40.33333,64,1000.136617
46.999985,76,1001.607327
69.99996,127,1003.996379
23.333336,37,1004.601993
9.666667,18,1004.877561
88.0,160,1007.163417
34.66667,61,1008.175644
57.666622,112,1010.109596
21.66667,40,1010.836624
29.666674,58,1011.830557
41.66665,76,1013.066529
36.999992,64,1014.158392
88.666725,160,1016.940912
41.333332,71,1018.071332
47.333313,79,1019.311073
31.666676,54,1020.157922
73.66668,122,1022.115415
28.000004,53,1023.029215
4.3333335,8,1023.177357
94.666725,160,1025.735902
4.9999995,10,1025.868634
32.00001,55,1026.797498
83.99999,160,1029.974006
26.33334,44,1030.715527
38.666668,73,1031.888793
59.333317,109,1033.738455
67.66666,114,1035.730353
42.33332,80,1037.067511
59.3333,99,1038.66609
18.999998,42,1039.36925
13.666661,32,1039.954807
23.333338,45,1040.578058
62.66663,105,1042.314868
58.666634,109,1044.257468
23.333334,45,1044.874973
33.666668,56,1045.884193
88.00002,160,1048.506093
86.666664,160,1051.119245
11.333333,27,1051.57706
9.333334,19,1051.98624
74.99999,142,1054.271243
82.66672,160,1057.03289
21.0,48,1057.877609
26.000004,51,1058.708935
84.66669,147,1060.822035
59.333298,109,1062.813827
93.333374,160,1065.73889
61.333305,111,1067.484968
21.000002,42,1068.176009
15.666663,28,1068.653855
13.666666,22,1069.068891
94.66671,160,1071.846581
88.00003,160,1085.789335
4.6666665,9,1085.933099
46.666664,85,1087.486717
24.666677,55,1088.478348
16.666664,37,1089.183169
76.666664,127,1091.357722
18.999998,32,1091.944185
101.3334,160,1094.353876
90.66668,160,1096.857377
11.666666,24,1097.206633
29.666674,48,1098.025917
51.333305,83,1099.619983
27.666676,50,1100.469498
44.666656,69,1101.573853
16.666664,33,1102.162462
89.33335,160,1104.914394
15.999997,27,1105.45592
12.333333,26,1105.891781
17.666664,36,1106.514926
37.000008,62,1107.584953
47.99998,87,1108.989305
84.66671,160,1112.030407
