#{"t_start": 1765311010.4041247, "env_id": "None"}
r,l,t
42.815266,56,849.510731
26.459978,34,849.511001
2.8028364,4,849.939612
36.68779,49,859.837147
39.99733,52,860.858844
11.391677,14,862.703458
15.237186,20,864.989715
56.97126,80,865.202099
65.25663,80,866.243573
18.825695,25,867.947538
15.271807,19,869.19131
18.971615,26,871.641891
28.791378,37,872.651993
14.773641,21,875.886137
5.2831073,8,877.533084
26.411667,36,880.228823
45.78749,59,880.229065
13.836784,19,881.6336
59.32724,80,885.807586
32.497864,35,888.853449
34.255848,44,889.267127
5.3966155,7,890.784583
21.648157,30,892.103477
14.342537,20,893.101164
9.237382,14,894.979021
53.227505,72,895.185436
3.8777266,5,896.234305
5.5779533,7,896.461902
9.013956,13,898.898412
28.32628,35,900.335634
5.2103395,7,900.33588
11.34497,13,903.118454
16.673653,22,905.05424
3.3892493,5,906.085475
14.066813,18,906.905291
3.837126,5,907.117655
57.331566,78,907.117898
4.9111214,7,908.358993
45.737865,60,908.980786
12.475205,16,910.368468
10.007232,12,910.778623
9.346935,11,911.194919
15.188705,19,914.647669
29.321566,39,915.082027
20.81316,23,915.949153
10.584941,16,917.986069
8.401611,11,918.196492
11.823583,18,921.625068
45.48808,59,922.461782
6.199902,9,924.346592
5.305819,7,925.786909
15.24951,20,925.78714
4.9054885,7,927.27371
11.029714,14,928.899278
50.555645,67,929.135056
6.717521,10,929.562464
57.17723,80,934.863779
21.834377,27,935.082644
25.79768,35,936.30682
27.38828,38,936.726612
14.321663,19,938.748044
14.454909,19,938.953835
5.862072,8,940.395169
14.514492,21,940.614726
10.7723875,14,941.866146
5.3942447,7,942.076842
9.387448,11,942.708632
2.7724102,4,942.921705
24.143734,31,943.130062
9.974206,12,945.231488
17.279356,19,949.338518
26.105825,34,950.350667
10.26755,14,953.215482
6.2492995,8,954.845947
21.251308,28,955.047599
47.993298,65,955.456801
10.712583,15,958.144876
58.933018,78,959.194549
19.82555,27,1058.562613
16.505936,20,1061.364087
17.991392,26,1061.579989
14.061414,18,1065.386464
22.189377,32,1068.04663
60.731827,80,1070.048881
11.1942215,16,1071.300789
26.718935,37,1072.944823
10.796706,14,1074.199097
60.77895,80,1075.058014
28.906244,39,1083.307986
41.91358,56,1086.009679
62.104218,80,1086.852016
14.271116,19,1087.262709
57.49556,75,1088.717116
32.561474,45,1096.220285
37.42793,48,1097.257565
5.3927007,7,1098.717602
59.911854,80,1102.777247
60.850918,80,1105.438727
36.005363,47,1106.089637
27.869452,39,1106.91767
9.894637,14,1108.436635
23.689142,30,1112.434164
30.131329,43,1116.038705
51.899128,68,1117.059656
8.858835,12,1118.560545
25.141207,36,1119.981089
16.269196,21,1121.427924
62.520042,80,1125.175234
27.229507,36,1129.00502
44.05157,59,1132.443835
19.92415,24,1134.077547
60.368706,80,1135.324936
22.648987,29,1140.29572
17.377329,25,1140.7271
33.009266,43,1141.560771
3.732376,5,1141.773822
60.963577,78,1141.774088
5.4714937,8,1143.288665
6.428661,8,1143.522208
40.28065,53,1151.872538
39.826027,51,1152.884257
6.1381574,9,1153.696197
46.64922,64,1157.128998
52.94716,69,1157.937654
2.837999,4,1158.755669
26.43609,34,1159.821668
35.354336,47,1163.390666
17.79808,22,1164.419062
6.305199,8,1165.040195
24.977259,36,1166.329671
5.538768,7,1166.536192
15.809053,20,1170.450205
29.63694,38,1172.333926
56.624523,76,1172.939523
4.924025,7,1174.403951
14.837849,19,1174.404211
7.8637176,11,1176.708095
7.4850817,11,1176.708458
6.0491652,8,1178.365159
3.8000376,5,1179.366751
63.670757,80,1183.046465
26.984457,35,1183.917206
6.327698,8,1185.545009
7.167743,10,1187.814165
59.424957,78,1188.671997
14.971057,18,1191.511869
16.960413,24,1193.554566
37.54577,51,1193.7592
5.1871924,7,1195.194933
63.817593,80,1196.063318
9.095252,13,1196.277231
5.4846416,7,1196.690466
45.81883,58,1203.731932
27.868368,37,1203.948048
3.704179,5,1204.988599
6.2441907,9,1206.823589
35.756195,49,1207.033579
10.683038,12,1209.488034
25.418608,34,1210.835063
57.99275,80,1213.116307
19.150229,26,1215.014627
8.0537,11,1217.466123
49.73321,67,1221.091711
43.457108,57,1223.051648
41.66513,55,1224.99775
30.253359,41,1226.226369
5.7990317,8,1227.879319
38.49947,53,1234.166686
35.77082,45,1234.410673
27.36295,36,1235.534407
55.34885,69,1235.749757
7.4029737,10,1237.970369
12.710568,16,1238.999717
17.776257,24,1239.44695
19.836311,25,1244.204393
28.653008,35,1245.236335
36.641323,49,1249.692029
24.085205,31,1250.720858
62.81649,80,1251.331146
8.218571,10,1251.739593
6.493142,9,1253.552861
5.223469,7,1254.967879
43.283234,57,1257.007555
29.088486,40,1259.461188
11.933444,17,1262.940668
26.967813,32,1263.585297
46.654076,63,1263.585631
62.00112,80,1271.302099
41.648808,55,1274.976374
