#{"t_start": 1765290655.4784973, "env_id": "merge-v0"}
r,l,t
30.434399,35,482.865386
29.548979,35,483.327086
30.073262,36,483.802525
30.490005,36,484.249288
27.776968,34,484.655767
29.74137,35,485.070321
27.069116,30,485.436024
29.79556,35,485.874869
22.669675,29,486.224148
29.67976,35,486.667895
23.086342,30,487.053479
26.976098,33,487.454251
28.652827,34,487.883542
21.405342,28,488.207759
31.066602,36,488.636927
30.099063,36,489.073178
30.212227,36,489.542669
25.504429,35,489.972402
28.742574,35,490.416566
30.395091,36,490.855883
14.829567,18,491.070026
30.600721,36,491.533061
29.588176,36,491.98803
29.484154,36,492.430809
21.03917,27,492.766473
30.256881,35,493.231004
25.757976,35,493.65929
13.606165,16,493.834187
29.262105,36,494.279439
25.460198,33,494.655825
30.79556,36,495.115164
29.03971,36,495.532438
14.568942,17,495.732087
28.790866,34,496.14756
19.54387,23,496.416079
25.756151,36,496.848895
25.200595,36,497.296781
30.351116,36,497.775073
29.933549,36,498.211155
24.114832,35,498.652236
29.055598,35,499.092327
27.986456,35,499.512573
25.719042,31,499.876266
29.126635,36,500.299189
30.351116,36,500.766479
30.406657,36,501.199692
26.964483,33,501.612532
31.212227,36,502.067395
21.980717,26,502.393851
29.123216,36,502.849721
28.395971,34,503.295397
27.581024,33,503.703908
28.222747,35,504.126059
25.672817,36,504.565261
26.602578,32,538.848577
28.734326,35,539.342947
30.265715,36,539.857131
27.760841,34,540.351985
30.073338,36,540.81626
28.687464,36,541.298119
30.128894,36,541.793535
25.662061,36,542.252325
31.017783,36,542.722685
28.511537,35,543.15906
25.628759,35,543.584063
29.477065,36,544.028562
29.044696,35,544.479782
26.326672,30,544.878844
28.340435,34,545.319688
29.366045,34,545.746507
29.905771,36,546.197547
30.622156,36,546.631309
30.687868,36,547.08457
23.236276,30,547.441151
28.987746,36,547.862793
29.477951,35,548.294915
30.371459,36,548.746807
28.309034,35,549.187789
25.707761,34,549.590215
29.899409,36,550.072803
25.28055,30,550.442236
17.588011,21,550.723154
27.747459,33,551.106675
29.586218,35,551.5249
28.573815,34,551.953125
27.934256,32,552.377977
28.781651,36,552.816705
29.673916,36,553.250516
24.863701,35,553.685596
22.456889,29,554.05677
30.057935,35,554.498158
27.285772,32,554.906548
30.130259,36,555.364391
29.373216,36,555.819582
29.176718,36,556.290607
29.289728,35,556.708492
29.175818,36,557.163334
30.566069,35,557.6005
29.950808,35,558.015256
21.911069,27,558.34734
27.892762,35,558.798405
11.055827,13,558.96574
29.112536,36,559.419897
29.289883,36,559.861376
29.882312,35,560.299696
28.948387,36,560.76365
28.678772,35,561.219261
24.543152,32,561.635411
30.514465,36,562.097468
27.865086,33,562.520256
29.656276,35,562.956709
29.002132,36,563.372545
28.304136,34,563.794737
29.792863,35,564.265735
31.454965,36,598.759071
28.568384,34,599.292735
28.698317,36,599.794158
26.306047,35,600.260336
27.382899,34,600.69576
30.576757,35,601.146043
29.97765,35,601.650375
28.927507,36,602.084564
28.976095,36,602.524867
29.818801,35,602.981691
30.630259,36,603.432153
28.744819,33,603.813952
29.368138,36,604.231857
25.047121,30,604.620539
30.631412,36,605.067826
20.243593,28,605.386879
26.854534,32,605.804626
24.433503,32,606.194964
29.443021,35,606.623473
30.267783,36,607.062478
28.34385,35,607.501376
28.564312,35,607.946393
28.562452,36,608.402948
30.183549,36,608.870267
21.457474,28,609.211853
28.76776,33,609.625781
31.322073,36,610.066411
28.576526,36,610.566419
29.878816,35,611.019365
24.544614,32,611.421627
28.173621,33,611.845733
30.212227,36,612.324889
29.798958,35,612.767094
30.707644,35,613.230021
29.770676,36,613.68535
30.29556,36,614.171426
29.905054,35,614.634698
29.810484,35,615.065606
29.39894,36,615.500914
23.828883,28,615.86848
25.434882,35,616.303859
24.701045,35,616.76163
31.104535,36,617.222137
30.229324,36,617.688693
27.21846,33,618.087334
30.119883,35,618.529284
30.601116,36,618.973456
30.560603,36,619.42574
29.904223,35,619.875778
25.091986,35,620.332821
28.219359,35,620.779794
28.539084,33,621.187296
29.820212,35,621.62709
27.367996,33,622.029882
28.944957,35,622.466043
28.203201,35,622.90934
30.490005,36,623.354156
28.597272,35,623.76813
17.029466,22,624.042526
27.844294,33,624.469293
30.601116,36,660.518521
30.116918,36,661.045315
28.537399,35,661.507247
29.250555,36,662.020967
30.490005,36,662.499973
29.147823,34,662.960321
29.462054,35,663.432703
26.283028,36,663.924765
24.266913,29,664.28021
30.179706,36,664.770612
30.237952,36,665.213872
30.316074,36,665.674091
30.895991,36,666.129336
28.1862,35,666.589057
29.696566,34,666.989214
24.516918,29,667.335163
28.118375,35,667.754832
30.37763,36,668.211584
20.831243,25,668.533833
28.176157,35,668.974114
29.851116,35,669.396303
25.948317,33,669.771782
25.803567,31,670.133751
29.85384,34,670.562335
28.989853,34,670.952931
29.644242,35,671.361615
30.771201,36,671.781331
29.256363,35,672.230072
29.400994,36,672.665839
19.23745,23,672.945389
29.003478,36,673.381221
28.073674,34,673.802349
27.589616,33,674.24327
30.16009,36,674.69498
31.045546,36,675.135283
28.043287,35,675.562325
28.510521,35,675.999552
30.156672,36,676.445781
29.961653,35,676.929655
28.1355,36,677.392703
28.642686,36,677.86954
29.107197,34,678.311601
31.572943,36,678.755448
30.851116,36,679.202721
29.308345,36,679.626737
28.752973,36,680.056945
29.878286,35,680.474626
31.185642,36,680.899417
30.823338,36,681.360678
30.128894,36,681.818654
28.115306,34,682.263041
25.586577,32,682.661397
29.67969,35,683.117735
25.756596,35,683.557406
30.462227,36,683.995212
28.42346,33,684.361489
29.682017,36,684.797174
28.766287,36,685.245209
29.627829,35,685.705906
30.840435,36,721.507677
30.237952,36,722.069587
24.895488,35,722.532953
30.793507,36,723.080365
25.969751,33,723.53521
25.5122,36,724.01478
28.930299,34,724.470118
24.891898,32,724.888811
28.479514,36,725.355363
30.378894,36,725.811166
30.515729,36,726.245457
30.406672,36,726.688395
28.49203,36,727.118357
30.713885,35,727.562798
30.212227,36,728.020358
31.045554,36,728.471396
30.288297,36,728.914716
22.309428,29,729.254686
28.289513,34,729.694709
28.872934,35,730.127986
28.753873,36,730.58374
29.851116,36,731.035256
27.616819,34,731.470079
30.354535,36,731.923661
30.351116,36,732.38583
20.414678,25,732.672623
28.196047,34,733.083964
28.774984,35,733.518683
30.965646,36,733.934424
30.156672,36,734.41646
30.54556,36,734.854926
25.518565,36,735.30042
23.794614,30,735.676728
28.947417,36,736.133875
30.54556,36,736.55576
30.720798,36,737.012335
28.728614,36,737.461699
30.351116,36,737.907328
28.904413,36,738.621178
29.378894,35,739.065267
29.313817,36,739.487732
30.906672,36,739.938216
30.156672,36,740.379026
29.260521,35,740.900272
28.456888,35,741.346523
29.510834,36,741.829685
30.290979,36,742.366326
30.24184,35,742.851313
28.701736,36,743.297175
21.199904,28,743.645421
18.424142,22,743.921415
27.90615,33,744.372199
25.128336,35,744.808612
30.323338,36,745.27697
30.878894,36,745.778076
30.574309,36,746.227661
23.816196,31,746.618814
30.045539,35,747.057361
29.289883,36,747.493163
25.807023,36,747.928931
28.107328,36,748.354781
31.143037,36,748.804309
30.656672,36,749.218467
30.019516,36,785.499191
30.707645,36,786.017823
24.345897,34,786.490027
30.156672,36,786.948632
23.544614,30,787.333429
30.98999,36,787.786075
29.811919,35,788.250977
30.874211,36,788.688672
29.397151,36,789.165036
30.128721,36,789.568722
28.612899,35,789.959353
30.179766,36,790.365602
25.995571,36,790.756619
28.708308,35,791.117489
24.722451,29,791.510797
30.26761,36,791.935223
21.012099,25,792.242331
30.145252,36,792.695773
30.266222,35,793.094466
30.170815,36,793.570153
29.93633,36,794.028628
29.004843,36,794.452341
30.240005,36,794.884411
31.184449,36,795.314678
26.877751,33,795.69797
23.391898,30,796.02956
